TIME_NANOSECONDS_TAI,DATA_DELTA_VEL[1],DATA_DELTA_VEL[2],DATA_DELTA_VEL[3],DATA_DELTA_ANGLE[1],DATA_DELTA_ANGLE[2],DATA_DELTA_ANGLE[3]
1.60259604268887e+18,-0.1873779296875,-0.00018310546875,-0.048095703125,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604270887e+18,-0.19085693359375,-0.00128173828125,-0.04925537109375,1.9073486328125e-06,-1.9073486328125e-06,-3.814697265625e-06
1.60259604272888e+18,-0.18798828125,-0.00018310546875,-0.049560546875,-1.9073486328125e-06,1.9073486328125e-06,-3.814697265625e-06
1.60259604274887e+18,-0.18896484375,-0.00018310546875,-0.0491943359375,-1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604276887e+18,-0.18902587890625,-0.00128173828125,-0.04815673828125,-1.9073486328125e-06,0,0
1.60259604278887e+18,-0.1898193359375,-0.00103759765625,-0.050048828125,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604280888e+18,-0.18841552734375,-0.00018310546875,-0.0487060546875,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604282887e+18,-0.18927001953125,-0.000732421875,-0.04925537109375,-1.9073486328125e-06,3.814697265625e-06,0
1.60259604284887e+18,-0.18798828125,-0.00042724609375,-0.0489501953125,-1.9073486328125e-06,1.9073486328125e-06,0
1.60259604286888e+18,-0.188720703125,-0.00048828125,-0.0489501953125,-1.9073486328125e-06,0,-3.814697265625e-06
1.60259604288887e+18,-0.18896484375,-0.00018310546875,-0.0487060546875,0,1.9073486328125e-06,0
1.60259604290887e+18,-0.1895751953125,-0.00103759765625,-0.0498046875,1.9073486328125e-06,0,0
1.60259604292887e+18,-0.188720703125,6.103515625e-05,-0.0489501953125,0,3.814697265625e-06,0
1.60259604294886e+18,-0.18951416015625,-0.00177001953125,-0.0489501953125,0,0,0
1.60259604296887e+18,-0.18792724609375,-0.000244140625,-0.0489501953125,-1.9073486328125e-06,0,-3.814697265625e-06
1.60259604298887e+18,-0.18902587890625,-0.00018310546875,-0.049560546875,0,3.814697265625e-06,-1.9073486328125e-06
1.60259604300888e+18,-0.1898193359375,-0.00152587890625,-0.04840087890625,3.814697265625e-06,0,-1.9073486328125e-06
1.60259604302886e+18,-0.1884765625,6.103515625e-05,-0.050048828125,0,0,-5.7220458984375e-06
1.60259604304887e+18,-0.1903076171875,-0.00128173828125,-0.04925537109375,0,0,0
1.60259604306887e+18,-0.1884765625,-0.00128173828125,-0.04840087890625,1.9073486328125e-06,3.814697265625e-06,-1.9073486328125e-06
1.60259604308886e+18,-0.18951416015625,-0.00048828125,-0.0498046875,0,0,1.9073486328125e-06
1.60259604310887e+18,-0.18902587890625,-0.001220703125,-0.048095703125,-3.814697265625e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604312887e+18,-0.188720703125,-0.000244140625,-0.04901123046875,-3.814697265625e-06,0,0
1.60259604314886e+18,-0.18792724609375,0.0001220703125,-0.0489501953125,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604316886e+18,-0.19036865234375,-0.00128173828125,-0.050048828125,1.9073486328125e-06,1.9073486328125e-06,-5.7220458984375e-06
1.60259604318887e+18,-0.18792724609375,6.103515625e-05,-0.04901123046875,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604320887e+18,-0.1900634765625,-0.00152587890625,-0.0491943359375,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604322886e+18,-0.18902587890625,-0.00079345703125,-0.049560546875,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604324887e+18,-0.188720703125,-0.000732421875,-0.04840087890625,0,-1.9073486328125e-06,0
1.60259604326887e+18,-0.18902587890625,-0.00018310546875,-0.04949951171875,1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604328886e+18,-0.18927001953125,-0.000732421875,-0.04840087890625,-3.814697265625e-06,3.814697265625e-06,3.814697265625e-06
1.60259604330886e+18,-0.1876220703125,0.0006103515625,-0.04949951171875,0,0,-3.814697265625e-06
1.60259604332887e+18,-0.1884765625,-0.000732421875,-0.04925537109375,-1.9073486328125e-06,1.9073486328125e-06,-3.814697265625e-06
1.60259604334886e+18,-0.18927001953125,-0.00128173828125,-0.049560546875,1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604336886e+18,-0.1900634765625,-0.00128173828125,-0.04840087890625,3.814697265625e-06,0,0
1.60259604338887e+18,-0.18792724609375,0.0003662109375,-0.0489501953125,0,3.814697265625e-06,0
1.60259604340887e+18,-0.1900634765625,-0.00128173828125,-0.0498046875,0,1.9073486328125e-06,0
1.60259604342886e+18,-0.18878173828125,-0.00048828125,-0.04925537109375,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604344886e+18,-0.1900634765625,-0.00152587890625,-0.04833984375,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604346887e+18,-0.18817138671875,6.103515625e-05,-0.04986572265625,3.814697265625e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604348886e+18,-0.18927001953125,-0.000732421875,-0.0489501953125,0,3.814697265625e-06,0
1.60259604350886e+18,-0.1895751953125,-0.0009765625,-0.04864501953125,-1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604352886e+18,-0.1884765625,-0.00048828125,-0.0489501953125,0,3.814697265625e-06,0
1.60259604354885e+18,-0.18817138671875,-0.00018310546875,-0.04840087890625,-1.9073486328125e-06,1.9073486328125e-06,0
1.60259604356886e+18,-0.18951416015625,-0.00048828125,-0.04925537109375,0,0,-1.9073486328125e-06
1.60259604358886e+18,-0.18798828125,-0.00048828125,-0.0498046875,-1.9073486328125e-06,0,0
1.60259604360887e+18,-0.1905517578125,-0.0009765625,-0.0498046875,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604362886e+18,-0.18768310546875,6.103515625e-05,-0.04840087890625,1.9073486328125e-06,3.814697265625e-06,-3.814697265625e-06
1.60259604364886e+18,-0.19036865234375,-0.00152587890625,-0.04925537109375,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604366886e+18,-0.18792724609375,-0.00018310546875,-0.04840087890625,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604368885e+18,-0.1898193359375,-0.00079345703125,-0.04949951171875,1.9073486328125e-06,-1.9073486328125e-06,-1.9073486328125e-06
1.60259604370886e+18,-0.188720703125,-0.000732421875,-0.04815673828125,0,3.814697265625e-06,0
1.60259604372886e+18,-0.18817138671875,-0.00018310546875,-0.04949951171875,1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604374887e+18,-0.1898193359375,-0.000732421875,-0.04925537109375,-5.7220458984375e-06,1.9073486328125e-06,0
1.60259604376886e+18,-0.188720703125,-0.000732421875,-0.0489501953125,-1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604378886e+18,-0.1884765625,-0.000732421875,-0.0489501953125,0,1.9073486328125e-06,0
1.60259604380886e+18,-0.18927001953125,-0.000732421875,-0.049560546875,0,1.9073486328125e-06,0
1.60259604382885e+18,-0.18951416015625,-0.000732421875,-0.0489501953125,-3.814697265625e-06,-1.9073486328125e-06,-1.9073486328125e-06
1.60259604384886e+18,-0.1895751953125,-0.000732421875,-0.0498046875,0,0,-3.814697265625e-06
1.60259604386886e+18,-0.18896484375,-0.00128173828125,-0.04840087890625,-1.9073486328125e-06,0,0
1.60259604388885e+18,-0.18878173828125,6.103515625e-05,-0.050048828125,1.9073486328125e-06,3.814697265625e-06,-3.814697265625e-06
1.60259604390885e+18,-0.18817138671875,-0.000732421875,-0.0478515625,1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604392886e+18,-0.1895751953125,-0.000732421875,-0.049560546875,0,0,-1.9073486328125e-06
1.60259604394886e+18,-0.18896484375,6.103515625e-05,-0.04949951171875,-1.9073486328125e-06,3.814697265625e-06,1.9073486328125e-06
1.60259604396885e+18,-0.1895751953125,-0.0018310546875,-0.0478515625,-1.9073486328125e-06,1.9073486328125e-06,0
1.60259604398886e+18,-0.18841552734375,-0.00018310546875,-0.0489501953125,-1.9073486328125e-06,0,0
1.60259604400886e+18,-0.18927001953125,6.103515625e-05,-0.0498046875,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604402885e+18,-0.18902587890625,-0.0009765625,-0.04840087890625,-3.814697265625e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604404885e+18,-0.188720703125,-0.00048828125,-0.04864501953125,0,1.9073486328125e-06,0
1.60259604406886e+18,-0.18902587890625,-0.000732421875,-0.0487060546875,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604408885e+18,-0.18792724609375,6.103515625e-05,-0.0489501953125,0,1.9073486328125e-06,1.9073486328125e-06
1.60259604410885e+18,-0.1900634765625,-0.00128173828125,-0.0489501953125,-1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604412886e+18,-0.188720703125,-0.00042724609375,-0.0489501953125,1.9073486328125e-06,3.814697265625e-06,-1.9073486328125e-06
1.60259604414886e+18,-0.1895751953125,-0.00048828125,-0.0504150390625,-3.814697265625e-06,0,-3.814697265625e-06
1.60259604416885e+18,-0.18896484375,-0.00128173828125,-0.04840087890625,0,0,0
1.60259604418885e+18,-0.18902587890625,-0.000732421875,-0.0491943359375,1.9073486328125e-06,3.814697265625e-06,0
1.60259604420886e+18,-0.1884765625,-0.00048828125,-0.0487060546875,0,1.9073486328125e-06,0
1.60259604422885e+18,-0.1884765625,-0.00018310546875,-0.05010986328125,-1.9073486328125e-06,-1.9073486328125e-06,-3.814697265625e-06
1.60259604424885e+18,-0.18951416015625,-0.000732421875,-0.0489501953125,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604426886e+18,-0.18927001953125,-0.0009765625,-0.04925537109375,1.9073486328125e-06,3.814697265625e-06,0
1.60259604428884e+18,-0.18951416015625,-0.000732421875,-0.0498046875,-5.7220458984375e-06,-3.814697265625e-06,0
1.60259604430885e+18,-0.1884765625,-0.000244140625,-0.04779052734375,-1.9073486328125e-06,0,0
1.60259604432885e+18,-0.18902587890625,-0.00042724609375,-0.04925537109375,-3.814697265625e-06,0,1.9073486328125e-06
1.60259604434886e+18,-0.1900634765625,-0.00128173828125,-0.05010986328125,0,0,-3.814697265625e-06
1.60259604436885e+18,-0.18792724609375,-0.00018310546875,-0.04779052734375,3.814697265625e-06,3.814697265625e-06,0
1.60259604438885e+18,-0.1884765625,-0.00048828125,-0.0487060546875,-1.9073486328125e-06,0,0
1.60259604440885e+18,-0.1898193359375,-0.00103759765625,-0.04949951171875,0,3.814697265625e-06,-1.9073486328125e-06
1.60259604442884e+18,-0.18951416015625,-0.000732421875,-0.04925537109375,-1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604444885e+18,-0.188720703125,-0.00152587890625,-0.0478515625,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604446885e+18,-0.1884765625,0.0006103515625,-0.05010986328125,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604448886e+18,-0.1895751953125,-0.00128173828125,-0.0489501953125,0,0,-1.9073486328125e-06
1.60259604450885e+18,-0.1876220703125,-0.00042724609375,-0.0489501953125,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604452885e+18,-0.19091796875,-0.00213623046875,-0.04925537109375,-3.814697265625e-06,0,0
1.60259604454885e+18,-0.18896484375,-0.00042724609375,-0.0489501953125,-5.7220458984375e-06,0,1.9073486328125e-06
1.60259604456884e+18,-0.1884765625,-0.000244140625,-0.04949951171875,0,0,0
1.60259604458885e+18,-0.18927001953125,-0.00018310546875,-0.04925537109375,0,3.814697265625e-06,-1.9073486328125e-06
1.60259604460885e+18,-0.18951416015625,-0.0018310546875,-0.04925537109375,-1.9073486328125e-06,1.9073486328125e-06,0
1.60259604462884e+18,-0.18768310546875,0.00067138671875,-0.0478515625,-1.9073486328125e-06,3.814697265625e-06,1.9073486328125e-06
1.60259604464884e+18,-0.1898193359375,-0.00103759765625,-0.050048828125,0,1.9073486328125e-06,0
1.60259604466885e+18,-0.18927001953125,-0.00128173828125,-0.04815673828125,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604468885e+18,-0.1884765625,-0.0009765625,-0.0489501953125,0,0,0
1.60259604470884e+18,-0.18951416015625,6.103515625e-05,-0.050048828125,3.814697265625e-06,0,0
1.60259604472885e+18,-0.1871337890625,-0.00018310546875,-0.04815673828125,-1.9073486328125e-06,3.814697265625e-06,-1.9073486328125e-06
1.60259604474885e+18,-0.18902587890625,-0.000244140625,-0.0489501953125,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604476884e+18,-0.1903076171875,-0.0009765625,-0.0498046875,0,0,0
1.60259604478884e+18,-0.18927001953125,-0.000732421875,-0.04840087890625,0,3.814697265625e-06,-1.9073486328125e-06
1.60259604480885e+18,-0.18927001953125,-0.0018310546875,-0.04925537109375,0,-1.9073486328125e-06,0
1.60259604482884e+18,-0.18768310546875,0.0003662109375,-0.0489501953125,0,0,-3.814697265625e-06
1.60259604484884e+18,-0.18951416015625,-0.00103759765625,-0.0489501953125,0,0,-1.9073486328125e-06
1.60259604486885e+18,-0.1895751953125,-0.000732421875,-0.04949951171875,0,0,1.9073486328125e-06
1.60259604488885e+18,-0.18927001953125,-0.000732421875,-0.04901123046875,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604490884e+18,-0.1884765625,-0.00048828125,-0.0491943359375,0,1.9073486328125e-06,0
1.60259604492884e+18,-0.18841552734375,-0.00042724609375,-0.04901123046875,0,1.9073486328125e-06,-3.814697265625e-06
1.60259604494885e+18,-0.18878173828125,6.103515625e-05,-0.04864501953125,-3.814697265625e-06,0,0
1.60259604496884e+18,-0.18927001953125,-0.000732421875,-0.04925537109375,0,1.9073486328125e-06,0
1.60259604498884e+18,-0.18896484375,-0.00018310546875,-0.04925537109375,1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604500885e+18,-0.188720703125,-0.0015869140625,-0.04864501953125,-3.814697265625e-06,1.9073486328125e-06,0
1.60259604502883e+18,-0.1898193359375,-0.00152587890625,-0.0487060546875,-5.7220458984375e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604504884e+18,-0.18902587890625,0.0003662109375,-0.05035400390625,0,1.9073486328125e-06,-3.814697265625e-06
1.60259604506884e+18,-0.1898193359375,-0.00128173828125,-0.04840087890625,1.9073486328125e-06,-1.9073486328125e-06,-3.814697265625e-06
1.60259604508885e+18,-0.18817138671875,-0.00048828125,-0.0498046875,-1.9073486328125e-06,0,1.9073486328125e-06
1.60259604510884e+18,-0.18902587890625,-0.000732421875,-0.04949951171875,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604512884e+18,-0.18927001953125,-0.0009765625,-0.04840087890625,-1.9073486328125e-06,1.9073486328125e-06,0
1.60259604514884e+18,-0.18927001953125,-0.00079345703125,-0.04925537109375,0,-1.9073486328125e-06,1.9073486328125e-06
1.60259604516883e+18,-0.18896484375,-0.001220703125,-0.0489501953125,0,1.9073486328125e-06,0
1.60259604518884e+18,-0.188720703125,-0.000244140625,-0.04901123046875,-1.9073486328125e-06,0,0
1.60259604520884e+18,-0.18878173828125,-0.00018310546875,-0.0498046875,0,1.9073486328125e-06,0
1.60259604522883e+18,-0.18896484375,-0.000732421875,-0.04864501953125,0,0,1.9073486328125e-06
1.60259604524884e+18,-0.18927001953125,-0.00128173828125,-0.0489501953125,0,0,0
1.60259604526884e+18,-0.1884765625,0.0003662109375,-0.0498046875,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604528884e+18,-0.1898193359375,-0.0018310546875,-0.04730224609375,1.9073486328125e-06,0,0
1.60259604530883e+18,-0.1884765625,6.103515625e-05,-0.04949951171875,-3.814697265625e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604532884e+18,-0.18927001953125,-0.0009765625,-0.04840087890625,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604534884e+18,-0.188720703125,-0.00048828125,-0.05035400390625,-3.814697265625e-06,3.814697265625e-06,-1.9073486328125e-06
1.60259604536883e+18,-0.188720703125,-0.000732421875,-0.04901123046875,0,0,0
1.60259604538883e+18,-0.1898193359375,-0.000732421875,-0.04949951171875,-1.9073486328125e-06,-1.9073486328125e-06,0
1.60259604540884e+18,-0.1900634765625,-0.00103759765625,-0.04949951171875,-1.9073486328125e-06,0,0
1.60259604542884e+18,-0.188720703125,-0.0009765625,-0.04840087890625,0,0,1.9073486328125e-06
1.60259604544883e+18,-0.1884765625,6.103515625e-05,-0.04925537109375,-1.9073486328125e-06,-1.9073486328125e-06,3.814697265625e-06
1.60259604546884e+18,-0.1900634765625,-0.0009765625,-0.0487060546875,-1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604548884e+18,-0.18743896484375,-0.00048828125,-0.0489501953125,1.9073486328125e-06,-1.9073486328125e-06,-1.9073486328125e-06
1.60259604550883e+18,-0.1903076171875,-0.00103759765625,-0.0498046875,0,0,-1.9073486328125e-06
1.60259604552883e+18,-0.1884765625,-0.0009765625,-0.04840087890625,1.9073486328125e-06,3.814697265625e-06,-3.814697265625e-06
1.60259604554884e+18,-0.18902587890625,0.0006103515625,-0.050048828125,-1.9073486328125e-06,1.9073486328125e-06,0
1.60259604556883e+18,-0.18927001953125,-0.00103759765625,-0.0487060546875,0,0,0
1.60259604558883e+18,-0.18792724609375,-0.00042724609375,-0.04864501953125,0,1.9073486328125e-06,-3.814697265625e-06
1.60259604560884e+18,-0.18927001953125,-0.000732421875,-0.04901123046875,-1.9073486328125e-06,-1.9073486328125e-06,0
1.60259604562884e+18,-0.1884765625,6.103515625e-05,-0.04949951171875,-1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604564883e+18,-0.18975830078125,-0.0018310546875,-0.0487060546875,0,0,-3.814697265625e-06
1.60259604566883e+18,-0.1884765625,6.103515625e-05,-0.050048828125,0,1.9073486328125e-06,0
1.60259604568884e+18,-0.1898193359375,-0.00128173828125,-0.04840087890625,-1.9073486328125e-06,0,-3.814697265625e-06
1.60259604570883e+18,-0.1884765625,0.0001220703125,-0.049560546875,0,5.7220458984375e-06,-1.9073486328125e-06
1.60259604572883e+18,-0.18951416015625,-0.00103759765625,-0.0489501953125,-1.9073486328125e-06,-1.9073486328125e-06,-1.9073486328125e-06
1.60259604574884e+18,-0.18902587890625,-0.000732421875,-0.050048828125,0,3.814697265625e-06,1.9073486328125e-06
1.60259604576882e+18,-0.18792724609375,-0.00042724609375,-0.04815673828125,-3.814697265625e-06,0,-1.9073486328125e-06
1.60259604578883e+18,-0.1900634765625,-0.00103759765625,-0.04864501953125,1.9073486328125e-06,0,-3.814697265625e-06
1.60259604580883e+18,-0.18792724609375,-0.00048828125,-0.0498046875,-5.7220458984375e-06,0,-1.9073486328125e-06
1.60259604582884e+18,-0.18927001953125,-0.00042724609375,-0.04925537109375,-1.9073486328125e-06,1.9073486328125e-06,-3.814697265625e-06
1.60259604584883e+18,-0.1884765625,-0.000732421875,-0.0489501953125,0,0,-3.814697265625e-06
1.60259604586883e+18,-0.1903076171875,-0.000732421875,-0.049560546875,3.814697265625e-06,1.9073486328125e-06,-5.7220458984375e-06
1.60259604588883e+18,-0.18798828125,-0.00048828125,-0.0489501953125,-3.814697265625e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604590882e+18,-0.18896484375,-0.00018310546875,-0.04925537109375,0,-1.9073486328125e-06,0
1.60259604592883e+18,-0.18902587890625,-0.00128173828125,-0.0489501953125,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604594883e+18,-0.18896484375,-0.00018310546875,-0.0489501953125,-1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604596882e+18,-0.1900634765625,-0.0015869140625,-0.0498046875,0,1.9073486328125e-06,-3.814697265625e-06
1.60259604598883e+18,-0.1884765625,-0.00042724609375,-0.0487060546875,-1.9073486328125e-06,0,1.9073486328125e-06
1.60259604600883e+18,-0.1884765625,-0.000244140625,-0.04840087890625,-1.9073486328125e-06,3.814697265625e-06,-1.9073486328125e-06
1.60259604602883e+18,-0.1900634765625,-0.0009765625,-0.050048828125,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604604882e+18,-0.18792724609375,-0.00048828125,-0.0478515625,-1.9073486328125e-06,3.814697265625e-06,-1.9073486328125e-06
1.60259604606883e+18,-0.1895751953125,-0.00018310546875,-0.0498046875,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604608883e+18,-0.18927001953125,-0.00103759765625,-0.04864501953125,-1.9073486328125e-06,1.9073486328125e-06,-3.814697265625e-06
1.60259604610882e+18,-0.18768310546875,-0.00018310546875,-0.04840087890625,-1.9073486328125e-06,-1.9073486328125e-06,0
1.60259604612883e+18,-0.1900634765625,-0.00152587890625,-0.04925537109375,0,0,-1.9073486328125e-06
1.60259604614883e+18,-0.18896484375,-0.00018310546875,-0.049560546875,-5.7220458984375e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604616882e+18,-0.18927001953125,-0.00048828125,-0.04949951171875,0,0,-1.9073486328125e-06
1.60259604618882e+18,-0.1884765625,-0.000732421875,-0.0472412109375,0,3.814697265625e-06,1.9073486328125e-06
1.60259604620883e+18,-0.1884765625,0.0003662109375,-0.05010986328125,0,0,0
1.60259604622883e+18,-0.1898193359375,-0.0015869140625,-0.0487060546875,-1.9073486328125e-06,0,0
1.60259604624882e+18,-0.18817138671875,-0.00042724609375,-0.04949951171875,-1.9073486328125e-06,1.9073486328125e-06,0
1.60259604626882e+18,-0.18902587890625,-0.000244140625,-0.04925537109375,-3.814697265625e-06,1.9073486328125e-06,0
1.60259604628883e+18,-0.18951416015625,-0.00152587890625,-0.04779052734375,0,0,-3.814697265625e-06
1.60259604630882e+18,-0.1895751953125,-0.000732421875,-0.049560546875,-1.9073486328125e-06,-1.9073486328125e-06,-1.9073486328125e-06
1.60259604632882e+18,-0.18817138671875,0.0003662109375,-0.05010986328125,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604634883e+18,-0.1884765625,-0.000732421875,-0.04833984375,-3.814697265625e-06,-1.9073486328125e-06,-1.9073486328125e-06
1.60259604636883e+18,-0.18902587890625,-0.00103759765625,-0.04986572265625,0,0,0
1.60259604638882e+18,-0.18896484375,-0.00048828125,-0.04864501953125,-1.9073486328125e-06,0,0
1.60259604640882e+18,-0.1884765625,-0.00018310546875,-0.0489501953125,-1.9073486328125e-06,1.9073486328125e-06,0
1.60259604642883e+18,-0.1900634765625,-0.00128173828125,-0.04925537109375,-1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604644882e+18,-0.18792724609375,6.103515625e-05,-0.04949951171875,-1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604646882e+18,-0.1900634765625,-0.00152587890625,-0.049560546875,0,0,1.9073486328125e-06
1.60259604648883e+18,-0.18878173828125,-0.00048828125,-0.04840087890625,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604650881e+18,-0.18896484375,-0.00042724609375,-0.05035400390625,1.9073486328125e-06,0,-3.814697265625e-06
1.60259604652882e+18,-0.1895751953125,-0.0015869140625,-0.0472412109375,-1.9073486328125e-06,0,-3.814697265625e-06
1.60259604654882e+18,-0.188720703125,-0.000732421875,-0.049560546875,0,-1.9073486328125e-06,-3.814697265625e-06
1.60259604656883e+18,-0.18896484375,0.0001220703125,-0.0498046875,0,1.9073486328125e-06,-3.814697265625e-06
1.60259604658882e+18,-0.18743896484375,0.00030517578125,-0.0489501953125,-5.7220458984375e-06,1.9073486328125e-06,1.9073486328125e-06
1.60259604660882e+18,-0.1898193359375,-0.0020751953125,-0.04840087890625,3.814697265625e-06,-1.9073486328125e-06,0
1.60259604662883e+18,-0.18975830078125,-0.000732421875,-0.05010986328125,1.9073486328125e-06,0,-1.9073486328125e-06
1.60259604664881e+18,-0.18878173828125,-0.00018310546875,-0.04840087890625,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604666882e+18,-0.1876220703125,0.00030517578125,-0.04864501953125,5.7220458984375e-06,3.814697265625e-06,1.9073486328125e-06
1.60259604668882e+18,-0.1898193359375,-0.00152587890625,-0.049560546875,0,0,-3.814697265625e-06
1.60259604670881e+18,-0.1884765625,-0.00018310546875,-0.0489501953125,-1.9073486328125e-06,-1.9073486328125e-06,0
1.60259604672882e+18,-0.18951416015625,-0.00128173828125,-0.04840087890625,-3.814697265625e-06,1.9073486328125e-06,0
1.60259604674882e+18,-0.1898193359375,-0.00128173828125,-0.04864501953125,1.9073486328125e-06,1.9073486328125e-06,-3.814697265625e-06
1.60259604676882e+18,-0.18792724609375,6.103515625e-05,-0.04925537109375,0,0,0
1.60259604678881e+18,-0.188720703125,6.103515625e-05,-0.0498046875,0,0,0
1.60259604680882e+18,-0.18878173828125,-0.00042724609375,-0.0487060546875,0,3.814697265625e-06,0
1.60259604682882e+18,-0.18927001953125,-0.00128173828125,-0.0489501953125,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604684881e+18,-0.188720703125,-0.00103759765625,-0.04864501953125,-5.7220458984375e-06,3.814697265625e-06,0
1.60259604686882e+18,-0.1898193359375,0.0006103515625,-0.05010986328125,-1.9073486328125e-06,3.814697265625e-06,1.9073486328125e-06
1.60259604688882e+18,-0.18951416015625,-0.00152587890625,-0.04754638671875,-3.814697265625e-06,3.814697265625e-06,0
1.60259604690881e+18,-0.188720703125,-0.00103759765625,-0.04840087890625,1.9073486328125e-06,0,0
1.60259604692881e+18,-0.18927001953125,-0.000732421875,-0.04949951171875,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604694882e+18,-0.18902587890625,-0.0009765625,-0.0487060546875,3.814697265625e-06,-3.814697265625e-06,-3.814697265625e-06
1.60259604696882e+18,-0.188720703125,6.103515625e-05,-0.0498046875,0,1.9073486328125e-06,-1.9073486328125e-06
1.60259604698881e+18,-0.188720703125,-0.00048828125,-0.048095703125,-5.7220458984375e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604700881e+18,-0.1895751953125,-0.00042724609375,-0.0498046875,-1.9073486328125e-06,3.814697265625e-06,-1.9073486328125e-06
1.60259604702882e+18,-0.188720703125,-0.00128173828125,-0.0478515625,1.9073486328125e-06,1.9073486328125e-06,0
1.60259604704881e+18,-0.1884765625,-0.00018310546875,-0.04949951171875,-1.9073486328125e-06,3.814697265625e-06,-3.814697265625e-06
1.60259604706881e+18,-0.18975830078125,-0.000732421875,-0.0498046875,-3.814697265625e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604708882e+18,-0.18878173828125,-0.00048828125,-0.04901123046875,1.9073486328125e-06,0,-3.814697265625e-06
1.60259604710882e+18,-0.188720703125,-0.0018310546875,-0.04864501953125,0,1.9073486328125e-06,1.9073486328125e-06
1.60259604712881e+18,-0.1900634765625,-0.00018310546875,-0.04949951171875,1.9073486328125e-06,0,0
1.60259604714881e+18,-0.1873779296875,6.103515625e-05,-0.0478515625,0,-1.9073486328125e-06,-1.9073486328125e-06
1.60259604716882e+18,-0.19012451171875,-0.00128173828125,-0.0489501953125,-1.9073486328125e-06,0,0
1.60259604718881e+18,-0.18792724609375,6.103515625e-05,-0.0487060546875,1.9073486328125e-06,1.9073486328125e-06,-1.9073486328125e-06
1.60259604720881e+18,-0.18975830078125,-0.0009765625,-0.04925537109375,0,0,-1.9073486328125e-06
1.60259604722882e+18,-0.19012451171875,-0.00128173828125,-0.0498046875,0,0,-3.814697265625e-06
1.6025960472488e+18,-0.18817138671875,-0.000732421875,-0.04779052734375,0,0,-1.9073486328125e-06
